length	Evalue	attribute
6.7 	32	other
56.2 	268	other
185.2 	291	nifK
7.6 	50	other
7.8 	43	other
7.8 	42	other
5.2 	41	other
5.2 	30	other
9.8 	35	other
9.8 	47	other
5.3 	52	other
6.5 	30	other
6.5 	30	other
188.2 	291	nifK
187.7 	293	nifK
130.9 	271	nifK
189.9 	292	nifK
185.3 	289	nifK
6.9 	42	other
7.3 	51	other
7.3 	42	other
56.2 	268	other
6.7 	32	other
5.2 	37	other
7.6 	50	other
188.2 	291	nifK
6.5 	30	other
6.5 	30	other
6.7 	32	other
9.8 	35	other
9.8 	47	other
185.3 	289	nifK
5.5 	31	other
5.3 	52	other
189.9 	292	nifK
7.3 	51	other
7.3 	42	other
7.8 	43	other
7.8 	42	other
130.9 	271	nifK
187.7 	293	nifK
56.2 	268	other
6.9 	42	other
5.2 	37	other
7.6 	50	other
130.9 	271	nifK
6.7 	32	other
5.3 	52	other
5.2 	37	other
56.2 	268	other
187.7 	293	nifK
189.9 	292	nifK
5.2 	41	other
5.2 	30	other
188.2 	291	nifK
9.8 	35	other
9.8 	47	other
6.5 	30	other
6.5 	30	other
7.8 	43	other
7.8 	42	other
7.3 	51	other
7.3 	42	other
6.9 	42	other
185.3 	289	nifK
5.5 	40	other
6.5 	35	other
6.5 	49	other
56.6 	245	other
6.5 	35	other
6.5 	49	other
5.5 	40	other
56.6 	245	other
5.7 	34	other
5.7 	34	other
7.0 	27	other
7.0 	35	other
7.0 	20	other
5.4 	35	other
5.4 	29	other
6.6 	43	other
5.6 	20	other
5.6 	21	other
6.5 	37	other
6.5 	22	other
5.3 	39	other
55.3 	270	other
8.3 	48	other
10.0 	43	other
10.0 	24	other
5.2 	84	other
6.2 	56	other
6.2 	37	other
7.2 	50	other
7.2 	49	other
6.9 	44	other
6.9 	101	other
57.3 	257	other
8.9 	47	other
8.9 	52	other
5.4 	44	other
57.9 	247	other
57.6 	251	other
6.2 	44	other
6.2 	34	other
6.2 	52	other
7.3 	50	other
7.3 	48	other
6.2 	42	other
6.2 	58	other
55.9 	262	other
7.2 	50	other
7.2 	49	other
6.9 	44	other
6.9 	101	other
57.3 	257	other
7.2 	50	other
7.2 	52	other
6.9 	44	other
6.9 	101	other
57.3 	257	other
7.2 	46	other
7.2 	52	other
5.4 	44	other
58.1 	247	other
5.0 	48	other
7.1 	50	other
6.9 	44	other
6.9 	98	other
57.3 	245	other
7.6 	47	other
7.6 	51	other
5.4 	44	other
57.2 	247	other
5.7 	33	other
5.5 	43	other
57.5 	256	other
6.6 	34	other
6.6 	49	other
5.1 	43	other
5.1 	32	other
56.7 	262	other
8.7 	47	other
8.7 	53	other
5.4 	44	other
57.8 	247	other
5.4 	46	other
5.4 	50	other
57.3 	245	other
6.5 	32	other
5.9 	43	other
5.5 	43	other
58.1 	265	other
7.5 	50	other
7.5 	50	other
6.9 	44	other
6.9 	101	other
57.3 	257	other
57.3 	252	other
6.2 	44	other
6.2 	34	other
6.2 	51	other
6.5 	32	other
6.5 	31	other
6.5 	49	other
5.9 	43	other
58.2 	265	other
5.2 	32	other
5.2 	48	other
5.7 	43	other
57.3 	248	other
5.5 	32	other
5.5 	49	other
5.7 	43	other
57.3 	247	other
57.3 	252	other
6.2 	44	other
6.2 	34	other
6.2 	51	other
6.8 	47	other
6.8 	49	other
5.1 	43	other
56.8 	262	other
57.3 	252	other
6.2 	44	other
6.2 	34	other
6.2 	52	other
7.1 	50	other
6.9 	44	other
6.9 	101	other
57.8 	255	other
6.8 	47	other
6.8 	49	other
5.1 	43	other
56.8 	262	other
7.2 	50	other
7.2 	49	other
6.9 	44	other
6.9 	101	other
57.3 	257	other
58.3 	263	other
6.2 	44	other
7.0 	39	other
7.0 	51	other
57.7 	253	other
6.2 	44	other
6.7 	34	other
6.7 	51	other
9.0 	34	other
9.0 	52	other
6.8 	44	other
57.7 	249	other
5.7 	45	other
57.4 	246	other
5.7 	43	other
5.7 	41	other
6.3 	31	other
7.2 	47	other
8.1 	44	other
8.1 	104	other
99.3 	146	nifK
79.2 	135	nifK
8.3 	49	other
6.4 	50	other
6.7 	34	other
5.4 	38	other
6.1 	52	other
6.2 	39	other
6.2 	26	other
6.2 	36	other
56.1 	271	other
7.0 	47	other
6.1 	42	other
55.8 	262	other
5.2 	32	other
5.2 	49	other
5.7 	43	other
57.6 	247	other
6.3 	41	other
7.2 	43	other
7.2 	21	other
5.8 	36	other
5.8 	16	other
5.9 	51	other
55.1 	270	other
5.6 	41	other
7.3 	43	other
10.1 	46	other
10.1 	26	other
54.3 	271	other
5.9 	51	other
7.3 	43	other
7.8 	44	other
7.8 	21	other
9.2 	18	other
9.2 	46	other
7.0 	28	other
7.0 	46	other
7.0 	39	other
6.8 	50	other
6.8 	53	other
53.5 	266	other
9.4 	238	other
8.8 	37	other
7.0 	39	other
7.0 	42	other
6.5 	42	other
5.8 	38	other
8.4 	43	other
8.4 	75	other
7.9 	37	other
55.8 	268	other
6.0 	32	other
5.5 	39	other
9.0 	48	other
6.7 	33	other
6.1 	52	other
5.7 	49	other
5.7 	37	other
5.1 	37	other
5.9 	32	other
56.3 	277	other
189.6 	292	nifK
4.9 	34	other
7.4 	43	other
10.0 	43	other
10.0 	24	other
6.1 	50	other
8.3 	48	other
5.8 	24	other
5.8 	21	other
55.3 	270	other
5.3 	39	other
6.5 	37	other
6.5 	22	other
6.6 	43	other
7.0 	27	other
7.0 	35	other
7.0 	20	other
5.7 	34	other
5.7 	34	other
6.2 	56	other
6.2 	37	other
5.2 	84	other
5.4 	35	other
5.4 	104	other
6.0 	47	other
57.0 	245	other
8.3 	53	other
5.3 	39	other
56.1 	269	other
7.6 	44	other
7.6 	81	other
5.9 	42	other
100.0 	146	nifK
77.0 	130	nifK
6.6 	33	other
7.2 	40	other
7.2 	36	other
5.5 	39	other
6.8 	34	other
6.3 	31	other
5.6 	32	other
55.6 	268	other
11.1 	47	other
11.1 	23	other
6.7 	55	other
6.7 	20	other
7.8 	37	other
4.9 	23	other
4.9 	42	other
5.8 	35	other
58.2 	272	other
6.2 	41	other
5.9 	37	other
6.5 	51	other
7.1 	36	other
7.1 	36	other
6.1 	34	other
7.1 	46	other
7.1 	39	other
5.9 	45	other
6.3 	43	other
5.1 	23	other
5.1 	48	other
5.9 	40	other
9.4 	39	other
9.4 	69	other
5.7 	44	other
187.6 	290	nifK
5.9 	45	other
5.9 	37	other
6.3 	41	other
5.8 	34	other
6.7 	37	other
6.7 	36	other
6.8 	37	other
6.8 	76	other
5.8 	35	other
58.1 	272	other
6.2 	32	other
7.1 	46	other
7.1 	38	other
7.6 	40	other
7.7 	50	other
7.7 	20	other
6.4 	36	other
54.9 	272	other
8.6 	72	other
7.9 	45	other
5.6 	42	other
7.7 	42	other
7.7 	75	other
6.2 	40	other
12.0 	17	other
12.0 	46	other
12.0 	36	other
13.0 	41	other
13.0 	59	other
7.0 	32	other
5.7 	39	other
7.1 	46	other
7.1 	29	other
7.8 	37	other
7.8 	25	other
7.0 	32	other
5.6 	43	other
5.9 	35	other
8.0 	41	other
8.0 	38	other
55.6 	274	other
5.1 	49	other
7.0 	33	other
7.0 	32	other
7.1 	43	other
7.1 	42	other
6.2 	40	other
12.0 	45	other
12.0 	35	other
5.5 	39	other
5.3 	32	other
55.9 	268	other
11.0 	47	other
11.0 	23	other
6.9 	35	other
6.5 	31	other
9.3 	44	other
6.7 	55	other
6.7 	20	other
9.5 	40	other
7.9 	38	other
7.9 	33	other
6.3 	44	other
6.3 	22	other
6.7 	51	other
6.0 	38	other
5.0 	32	other
6.4 	41	other
6.4 	38	other
7.0 	42	other
5.7 	45	other
56.4 	272	other
7.4 	43	other
7.4 	81	other
6.7 	40	other
7.7 	39	other
5.2 	39	other
5.7 	43	other
5.7 	49	other
6.5 	56	other
8.4 	61	other
5.4 	34	other
7.0 	43	other
7.0 	57	other
10.2 	36	other
10.2 	56	other
7.1 	30	other
7.1 	50	other
7.1 	25	other
6.6 	38	other
6.6 	36	other
8.2 	40	other
55.6 	269	other
5.6 	42	other
7.2 	43	other
7.2 	21	other
5.9 	35	other
7.0 	33	other
7.0 	33	other
7.1 	43	other
7.1 	42	other
7.9 	41	other
7.9 	36	other
11.4 	18	other
11.4 	45	other
11.4 	23	other
6.2 	40	other
55.6 	274	other
5.6 	43	other
7.0 	32	other
6.6 	38	other
6.9 	45	other
6.9 	31	other
57.0 	268	other
5.4 	43	other
5.4 	54	other
7.9 	35	other
7.9 	22	other
5.6 	39	other
6.0 	33	other
6.0 	17	other
8.1 	38	other
6.9 	41	other
5.9 	57	other
7.7 	33	other
5.2 	36	other
9.7 	44	other
9.7 	75	other
6.3 	37	other
6.3 	57	other
7.3 	33	other
7.3 	54	other
8.0 	52	other
7.7 	37	other
7.7 	55	other
5.3 	37	other
6.9 	39	other
6.9 	34	other
8.4 	43	other
5.5 	42	other
5.5 	34	other
5.5 	22	other
5.5 	27	other
8.9 	36	other
6.0 	34	other
6.0 	23	other
7.4 	31	other
5.0 	39	other
5.6 	32	other
7.9 	36	other
7.5 	47	other
7.5 	99	other
56.2 	273	other
8.4 	62	other
8.4 	47	other
8.8 	44	other
8.8 	21	other
6.1 	60	other
7.2 	63	other
7.2 	58	other
6.6 	41	other
5.1 	34	other
5.0 	50	other
6.0 	40	other
5.7 	39	other
6.9 	37	other
6.9 	37	other
6.2 	35	other
58.0 	272	other
7.5 	46	other
7.5 	75	other
5.9 	45	other
187.9 	290	nifK
6.9 	35	other
6.1 	31	other
7.2 	34	other
7.2 	25	other
5.6 	43	other
8.1 	42	other
8.1 	38	other
7.1 	43	other
7.1 	42	other
7.9 	46	other
6.9 	40	other
6.9 	24	other
6.2 	40	other
12.0 	45	other
12.0 	35	other
6.2 	36	other
6.2 	37	other
5.9 	35	other
5.1 	49	other
55.6 	274	other
7.0 	32	other
6.8 	32	other
6.8 	32	other
5.9 	35	other
6.9 	40	other
6.9 	24	other
8.1 	42	other
8.1 	38	other
55.6 	274	other
7.0 	32	other
5.6 	43	other
6.2 	40	other
11.5 	20	other
11.5 	45	other
11.5 	23	other
6.8 	32	other
6.8 	32	other
7.1 	43	other
7.1 	42	other
7.1 	43	other
7.1 	42	other
6.9 	32	other
6.9 	32	other
6.2 	40	other
11.6 	20	other
11.6 	45	other
11.6 	23	other
55.6 	274	other
7.3 	51	other
5.9 	36	other
5.9 	37	other
5.6 	43	other
8.1 	42	other
8.1 	38	other
6.3 	32	other
5.9 	35	other
6.1 	42	other
6.1 	86	other
6.9 	40	other
6.9 	24	other
5.8 	41	other
10.4 	50	other
10.4 	22	other
5.2 	45	other
6.3 	36	other
5.0 	34	other
6.2 	40	other
11.6 	18	other
11.6 	45	other
11.6 	36	other
5.6 	42	other
7.8 	37	other
7.8 	25	other
7.7 	42	other
7.7 	75	other
7.7 	50	other
7.7 	20	other
54.9 	272	other
5.4 	36	other
5.4 	33	other
7.7 	43	other
6.0 	55	other
6.7 	55	other
6.7 	20	other
5.5 	39	other
6.5 	31	other
6.9 	35	other
6.9 	24	other
5.6 	32	other
11.1 	46	other
11.1 	25	other
55.6 	268	other
7.7 	37	other
8.4 	41	other
54.9 	272	other
7.8 	37	other
6.2 	40	other
11.6 	18	other
11.6 	45	other
11.6 	36	other
5.7 	36	other
5.7 	37	other
7.6 	42	other
7.6 	75	other
6.5 	44	other
8.4 	45	other
6.9 	55	other
5.6 	42	other
7.7 	49	other
7.7 	20	other
10.3 	40	other
10.3 	39	other
55.8 	271	other
7.5 	38	other
7.1 	42	other
6.9 	51	other
5.6 	36	other
7.8 	42	other
7.8 	54	other
5.6 	31	other
6.8 	35	other
6.8 	38	other
5.9 	39	other
7.4 	35	other
5.7 	39	other
5.3 	39	other
7.6 	62	other
7.6 	21	other
6.9 	43	other
5.0 	45	other
6.3 	41	other
6.3 	40	other
9.5 	39	other
8.1 	48	other
55.8 	272	other
5.0 	42	other
5.0 	86	other
5.8 	26	other
6.7 	32	other
7.7 	37	other
7.9 	36	other
7.3 	47	other
7.3 	22	other
8.5 	37	other
4.9 	39	other
56.2 	273	other
5.5 	34	other
5.5 	27	other
6.9 	41	other
7.0 	31	other
8.5 	62	other
8.5 	46	other
5.3 	34	other
7.5 	65	other
7.5 	58	other
11.4 	44	other
11.4 	36	other
6.2 	40	other
7.8 	37	other
8.6 	72	other
5.6 	42	other
7.7 	43	other
6.7 	41	other
5.0 	37	other
5.0 	56	other
7.7 	42	other
7.7 	75	other
7.0 	32	other
7.8 	50	other
7.8 	20	other
6.9 	40	other
6.9 	24	other
7.6 	40	other
54.9 	272	other
7.0 	33	other
7.0 	32	other
7.1 	43	other
7.1 	42	other
5.9 	35	other
55.6 	274	other
5.1 	49	other
8.1 	42	other
8.1 	38	other
7.0 	32	other
5.6 	43	other
12.0 	45	other
12.0 	35	other
6.2 	40	other
6.0 	47	other
6.6 	38	other
6.8 	40	other
56.1 	270	other
7.4 	44	other
7.4 	75	other
9.6 	40	other
9.2 	38	other
9.2 	38	other
6.8 	41	other
56.1 	272	other
6.0 	47	other
7.4 	44	other
7.4 	74	other
6.7 	38	other
6.7 	41	other
10.7 	44	other
10.7 	23	other
5.4 	33	other
7.2 	43	other
7.2 	21	other
6.8 	44	other
7.5 	43	other
7.5 	57	other
5.6 	42	other
5.4 	34	other
7.2 	24	other
7.2 	50	other
7.2 	32	other
7.0 	38	other
7.0 	36	other
55.6 	269	other
5.3 	40	other
6.5 	59	other
6.9 	41	other
8.5 	37	other
5.5 	34	other
5.5 	27	other
5.3 	34	other
4.9 	39	other
8.5 	62	other
8.5 	46	other
7.0 	31	other
56.2 	273	other
7.9 	36	other
7.3 	47	other
7.3 	22	other
7.5 	65	other
7.5 	58	other
5.8 	34	other
5.8 	36	other
5.9 	44	other
57.3 	268	other
10.0 	39	other
7.9 	45	other
7.9 	30	other
7.0 	38	other
8.9 	43	other
8.9 	63	other
5.7 	39	other
7.2 	44	other
6.2 	37	other
7.2 	35	other
7.2 	23	other
10.1 	48	other
6.5 	39	other
6.5 	44	other
5.0 	42	other
5.0 	86	other
6.2 	40	other
11.6 	18	other
11.6 	45	other
11.6 	36	other
54.9 	272	other
5.6 	42	other
8.4 	41	other
8.4 	45	other
7.8 	37	other
7.6 	42	other
7.6 	75	other
5.7 	36	other
5.7 	37	other
7.7 	49	other
7.7 	20	other
7.1 	43	other
7.1 	42	other
7.9 	41	other
7.9 	37	other
55.6 	274	other
7.0 	32	other
5.6 	43	other
7.0 	33	other
7.0 	32	other
11.4 	18	other
11.4 	45	other
11.4 	24	other
6.2 	40	other
5.9 	35	other
8.2 	53	other
9.2 	42	other
9.2 	55	other
7.8 	34	other
6.7 	42	other
6.7 	31	other
57.0 	268	other
6.8 	59	other
8.3 	35	other
8.3 	57	other
8.7 	65	other
6.9 	41	other
6.4 	37	other
6.4 	57	other
5.0 	39	other
9.7 	44	other
9.7 	75	other
6.3 	53	other
5.6 	38	other
8.2 	35	other
8.2 	22	other
6.6 	38	other
10.9 	43	other
10.9 	26	other
7.2 	37	other
7.2 	54	other
5.6 	39	other
7.0 	50	other
7.0 	38	other
6.0 	61	other
10.3 	36	other
10.3 	55	other
5.6 	42	other
9.9 	38	other
9.9 	55	other
7.2 	43	other
7.2 	21	other
7.1 	30	other
7.1 	50	other
7.1 	25	other
5.4 	42	other
5.3 	34	other
5.3 	24	other
5.3 	37	other
7.1 	38	other
7.1 	36	other
55.6 	269	other
8.6 	45	other
8.6 	22	other
5.4 	40	other
6.9 	62	other
6.9 	42	other
6.1 	48	other
54.7 	270	other
9.1 	53	other
8.7 	44	other
8.7 	38	other
7.1 	35	other
7.1 	15	other
7.1 	31	other
5.4 	43	other
5.6 	43	other
5.4 	38	other
5.4 	29	other
6.8 	36	other
6.8 	38	other
5.8 	41	other
7.0 	52	other
7.9 	45	other
6.8 	45	other
6.9 	31	other
11.5 	18	other
11.5 	45	other
11.5 	36	other
6.2 	40	other
7.4 	49	other
5.6 	36	other
5.6 	37	other
7.8 	37	other
7.8 	25	other
54.7 	272	other
5.6 	42	other
7.7 	42	other
7.7 	75	other
7.8 	50	other
7.8 	20	other
5.5 	39	other
6.9 	35	other
6.9 	24	other
9.1 	55	other
55.6 	268	other
11.1 	46	other
11.1 	25	other
6.7 	55	other
6.7 	20	other
5.6 	32	other
6.5 	31	other
5.5 	34	other
5.5 	27	other
6.9 	41	other
56.2 	273	other
7.0 	31	other
7.9 	36	other
7.3 	47	other
7.3 	22	other
8.5 	62	other
8.5 	46	other
4.9 	39	other
8.5 	37	other
5.3 	34	other
6.6 	37	other
8.0 	38	other
8.0 	55	other
7.2 	44	other
7.2 	47	other
57.3 	268	other
7.0 	37	other
5.8 	42	other
8.1 	39	other
7.1 	34	other
7.1 	24	other
7.7 	43	other
7.9 	45	other
7.9 	30	other
5.3 	39	other
5.8 	34	other
5.8 	36	other
10.0 	48	other
7.2 	44	other
5.7 	39	other
6.8 	30	other
6.8 	50	other
6.8 	32	other
8.2 	60	other
6.4 	59	other
55.6 	269	other
5.2 	42	other
5.4 	34	other
8.3 	45	other
8.3 	36	other
8.9 	44	other
8.8 	43	other
7.2 	43	other
7.2 	21	other
5.6 	39	other
6.3 	38	other
6.3 	55	other
9.6 	42	other
9.6 	59	other
5.7 	42	other
6.6 	37	other
6.6 	33	other
9.7 	44	other
9.7 	75	other
7.8 	34	other
6.6 	38	other
8.3 	35	other
8.3 	57	other
6.0 	33	other
6.0 	17	other
5.6 	39	other
6.3 	53	other
7.0 	122	other
7.0 	31	other
57.0 	268	other
6.4 	37	other
6.4 	57	other
8.1 	38	other
6.9 	41	other
8.1 	35	other
8.1 	46	other
5.2 	41	other
7.1 	46	other
7.1 	39	other
58.2 	272	other
6.3 	35	other
4.9 	23	other
4.9 	42	other
7.5 	74	other
7.5 	56	other
7.1 	36	other
7.1 	36	other
7.2 	41	other
7.2 	9	other
5.8 	35	other
5.8 	34	other
5.9 	45	other
7.0 	34	other
7.0 	25	other
6.2 	41	other
5.9 	37	other
8.5 	45	other
8.5 	77	other
7.4 	38	other
6.8 	46	other
8.0 	60	other
54.9 	268	other
5.0 	30	other
6.7 	35	other
6.7 	38	other
5.7 	76	other
8.7 	38	other
6.2 	31	other
6.5 	42	other
5.6 	39	other
7.5 	38	other
8.9 	51	other
5.4 	39	other
55.8 	271	other
6.9 	51	other
7.4 	35	other
10.3 	40	other
10.3 	39	other
5.9 	39	other
7.1 	42	other
8.4 	31	other
8.4 	55	other
5.6 	36	other
6.8 	35	other
6.8 	38	other
5.6 	31	other
7.8 	42	other
7.8 	54	other
5.9 	47	other
56.0 	271	other
6.7 	38	other
6.7 	26	other
6.7 	16	other
10.4 	43	other
10.4 	105	other
8.0 	124	other
7.3 	42	other
8.3 	59	other
8.0 	37	other
7.9 	36	other
7.4 	47	other
7.4 	20	other
7.1 	40	other
8.5 	62	other
8.5 	46	other
5.6 	33	other
6.1 	60	other
6.6 	41	other
7.7 	65	other
7.7 	58	other
7.9 	31	other
56.2 	273	other
4.9 	39	other
5.5 	34	other
5.5 	26	other
5.5 	27	other
6.1 	48	other
10.7 	17	other
10.7 	45	other
10.7 	22	other
7.0 	35	other
7.0 	15	other
10.3 	38	other
10.3 	60	other
6.9 	62	other
6.9 	42	other
8.7 	67	other
9.1 	41	other
9.1 	57	other
5.4 	38	other
5.4 	29	other
5.6 	35	other
54.7 	270	other
5.8 	41	other
7.8 	36	other
7.8 	54	other
5.2 	51	other
7.6 	52	other
7.0 	52	other
5.4 	43	other
8.5 	62	other
8.5 	46	other
7.1 	35	other
7.9 	36	other
7.4 	47	other
7.4 	20	other
7.4 	31	other
56.2 	273	other
5.0 	39	other
5.6 	32	other
5.4 	34	other
5.4 	21	other
5.4 	27	other
5.9 	43	other
5.4 	50	other
99.3 	146	nifK
79.2 	135	nifK
5.4 	38	other
6.7 	34	other
6.4 	50	other
56.1 	271	other
7.0 	47	other
8.3 	44	other
8.3 	110	other
6.1 	52	other
6.1 	39	other
6.1 	26	other
6.1 	36	other
5.2 	38	other
56.3 	268	other
5.5 	39	other
78.2 	135	nifK
98.5 	144	nifK
6.5 	31	other
8.1 	49	other
9.7 	46	other
7.5 	45	other
7.5 	73	other
6.1 	52	other
56.1 	271	other
8.1 	44	other
8.1 	104	other
8.2 	49	other
6.4 	50	other
5.4 	38	other
6.7 	34	other
99.3 	146	nifK
79.2 	135	nifK
6.1 	39	other
6.1 	26	other
6.1 	36	other
6.0 	46	other
7.7 	53	other
5.5 	31	other
5.5 	30	other
5.8 	41	other
6.3 	39	other
6.3 	38	other
56.0 	269	other
7.5 	45	other
5.6 	43	other
5.6 	24	other
5.6 	36	other
6.9 	44	other
6.9 	28	other
5.0 	49	other
5.9 	31	other
5.0 	36	other
5.0 	38	other
5.5 	42	other
7.7 	44	other
5.2 	34	other
190.2 	293	nifK
9.0 	55	other
7.1 	46	other
7.1 	26	other
7.1 	36	other
8.0 	45	other
8.0 	43	other
6.7 	39	other
6.7 	27	other
7.5 	46	other
7.5 	74	other
5.9 	45	other
56.8 	270	other
7.0 	49	other
186.0 	290	nifK
7.1 	43	other
7.1 	43	other
6.2 	28	other
6.2 	24	other
10.4 	45	other
10.4 	34	other
5.2 	37	other
4.8 	57	other
4.8 	31	other
4.8 	54	other
154.6 	242	nifK
31.2 	49	other
5.0 	26	other
189.1 	291	nifK
10.0 	63	other
5.0 	37	other
5.0 	24	other
5.8 	35	other
6.4 	31	other
5.4 	38	other
5.4 	26	other
55.9 	268	other
7.7 	44	other
7.7 	84	other
8.0 	44	other
8.0 	37	other
32.0 	50	nifK
62.3 	92	nifK
77.8 	134	nifK
7.8 	44	other
7.8 	62	other
5.8 	42	other
6.8 	44	other
5.6 	43	other
5.5 	39	other
7.0 	58	other
7.0 	44	other
5.7 	33	other
6.0 	48	other
8.7 	74	other
7.8 	51	other
10.8 	44	other
10.8 	22	other
6.3 	41	other
5.2 	36	other
5.2 	29	other
57.0 	248	other
5.7 	33	other
7.6 	41	other
7.6 	22	other
57.3 	261	other
7.4 	57	other
8.9 	57	other
8.9 	113	other
5.5 	42	other
10.6 	46	other
10.6 	23	other
5.5 	39	other
6.2 	31	other
7.7 	45	other
5.5 	39	other
5.4 	33	other
7.2 	33	other
8.9 	57	other
8.9 	89	other
7.2 	58	other
7.0 	40	other
8.1 	49	other
58.1 	261	other
11.7 	45	other
11.7 	23	other
5.6 	43	other
5.2 	37	other
9.0 	40	other
4.7 	42	other
4.7 	45	other
4.9 	39	other
7.5 	46	other
7.5 	74	other
57.0 	272	other
6.4 	41	other
6.1 	47	other
6.7 	47	other
6.7 	26	other
6.7 	35	other
184.0 	290	nifK
6.5 	33	other
5.6 	23	other
5.6 	35	other
190.7 	293	nifK
189.3 	290	nifK
6.9 	49	other
7.2 	36	other
7.2 	34	other
8.9 	41	other
8.9 	35	other
7.8 	44	other
7.8 	38	other
6.2 	34	other
54.2 	268	other
5.6 	45	other
5.2 	46	other
5.1 	51	other
5.7 	44	other
6.9 	51	other
6.9 	39	other
188.3 	291	nifK
6.9 	42	other
56.1 	268	other
7.8 	43	other
7.8 	42	other
6.1 	61	other
6.0 	26	other
189.4 	292	nifK
10.1 	45	other
5.2 	37	other
5.5 	40	other
5.5 	24	other
5.6 	45	other
8.9 	41	other
8.9 	35	other
7.2 	36	other
7.2 	34	other
7.8 	44	other
7.8 	38	other
6.2 	34	other
54.2 	268	other
5.7 	44	other
5.2 	46	other
5.1 	51	other
5.4 	37	other
7.5 	46	other
7.5 	74	other
7.1 	48	other
7.1 	26	other
7.1 	35	other
6.5 	41	other
185.3 	292	nifK
6.5 	33	other
6.1 	47	other
188.9 	290	nifK
7.0 	49	other
57.0 	272	other
6.2 	38	other
6.5 	58	other
8.0 	45	other
8.0 	43	other
190.7 	293	nifK
5.8 	35	other
5.9 	45	other
5.2 	37	other
9.0 	40	other
190.7 	293	nifK
4.7 	42	other
4.7 	45	other
4.9 	39	other
7.5 	46	other
7.5 	74	other
5.6 	23	other
5.6 	35	other
57.0 	272	other
6.4 	41	other
6.1 	47	other
6.9 	49	other
6.7 	47	other
6.7 	26	other
6.7 	35	other
184.0 	290	nifK
6.5 	33	other
189.3 	290	nifK
5.4 	37	other
7.1 	48	other
7.1 	26	other
7.1 	35	other
190.7 	293	nifK
57.0 	272	other
6.5 	41	other
6.1 	47	other
188.9 	290	nifK
7.5 	46	other
7.5 	74	other
7.0 	49	other
6.2 	38	other
185.3 	292	nifK
6.5 	33	other
6.5 	58	other
8.0 	45	other
8.0 	43	other
5.8 	35	other
5.9 	45	other
56.9 	270	other
135.7 	272	nifK
186.5 	293	other
6.5 	56	other
6.5 	26	other
6.5 	36	other
7.0 	49	other
4.7 	42	other
4.7 	45	other
5.6 	37	other
5.2 	37	other
189.1 	291	nifK
5.9 	45	other
7.5 	46	other
7.5 	74	other
6.2 	28	other
6.2 	24	other
7.8 	46	other
185.6 	290	nifK
190.7 	293	nifK
56.9 	270	other
7.0 	43	other
7.0 	42	other
189.0 	290	nifK
11.4 	48	other
11.4 	55	other
6.6 	41	other
5.7 	47	other
7.5 	46	other
7.5 	74	other
6.2 	28	other
6.2 	24	other
186.0 	290	nifK
5.7 	57	other
5.9 	45	other
154.5 	242	nifK
7.0 	49	other
6.9 	46	other
6.9 	26	other
6.9 	36	other
5.0 	41	other
4.7 	57	other
4.7 	31	other
4.7 	56	other
5.2 	37	other
31.2 	50	other
7.0 	49	other
7.0 	39	other
5.3 	33	other
189.4 	292	nifK
7.5 	45	other
7.5 	47	other
5.2 	39	other
7.8 	43	other
7.8 	42	other
10.0 	63	other
5.1 	37	other
5.3 	37	other
5.3 	25	other
5.9 	52	other
188.2 	291	nifK
6.9 	42	other
9.8 	35	other
9.8 	47	other
6.9 	30	other
6.9 	30	other
56.1 	268	other
9.0 	34	other
9.0 	62	other
7.1 	41	other
5.1 	26	other
5.1 	37	other
5.4 	45	other
8.3 	46	other
8.3 	39	other
5.3 	33	other
9.7 	46	other
56.2 	268	other
5.6 	47	other
6.8 	53	other
6.5 	58	other
8.1 	45	other
8.1 	47	other
5.1 	55	other
5.1 	35	other
5.1 	21	other
6.6 	33	other
8.2 	46	other
8.2 	39	other
6.9 	41	other
5.0 	32	other
190.0 	292	nifK
5.4 	37	other
5.4 	45	other
5.9 	43	other
5.3 	37	other
5.3 	30	other
7.6 	45	other
8.2 	45	other
8.2 	49	other
6.2 	39	other
6.2 	27	other
7.2 	33	other
7.2 	55	other
7.2 	42	other
4.8 	33	other
4.8 	21	other
4.8 	27	other
7.3 	47	other
7.3 	20	other
7.9 	36	other
5.6 	38	other
56.2 	273	other
5.2 	41	other
5.9 	60	other
7.5 	31	other
5.1 	34	other
6.5 	40	other
5.0 	39	other
8.5 	62	other
8.5 	46	other
55.6 	268	other
6.7 	61	other
5.8 	37	other
5.8 	37	other
8.6 	42	other
8.6 	10	other
7.7 	42	other
7.7 	61	other
8.2 	37	other
8.2 	55	other
6.0 	41	other
8.4 	60	other
7.8 	41	other
5.3 	50	other
6.2 	66	other
6.7 	40	other
6.7 	43	other
6.2 	39	other
6.9 	51	other
6.9 	39	other
5.5 	40	other
5.5 	24	other
56.1 	268	other
7.8 	43	other
7.8 	42	other
6.1 	61	other
6.0 	26	other
189.4 	292	nifK
6.7 	41	other
10.1 	45	other
5.2 	37	other
188.3 	291	nifK
6.9 	42	other
5.4 	38	other
5.4 	26	other
6.4 	31	other
5.8 	42	other
8.0 	44	other
8.0 	37	other
7.7 	44	other
7.7 	84	other
77.8 	134	nifK
97.8 	142	nifK
7.8 	44	other
7.8 	62	other
55.9 	268	other
6.9 	51	other
6.9 	39	other
6.9 	42	other
5.5 	40	other
5.5 	24	other
56.1 	268	other
7.8 	43	other
7.8 	42	other
6.1 	61	other
6.0 	26	other
189.4 	292	nifK
