length	Evalue	attribute
6.7 	41	other
10.1 	45	other
5.2 	37	other
188.3 	291	nifK
5.5 	40	other
5.5 	24	other
6.9 	42	other
56.1 	268	other
6.9 	51	other
6.9 	39	other
7.8 	43	other
7.8 	42	other
6.1 	61	other
6.0 	26	other
189.4 	292	nifK
188.3 	291	nifK
10.1 	45	other
5.2 	37	other
55.7 	269	other
6.4 	45	other
7.9 	44	other
7.9 	113	other
5.3 	37	other
98.0 	143	other
77.2 	129	nifK
6.4 	38	other
6.4 	26	other
6.4 	36	other
6.5 	32	other
5.8 	42	other
6.3 	52	other
6.7 	33	other
5.9 	43	other
56.3 	275	other
8.1 	49	other
7.5 	44	other
7.5 	73	other
9.0 	40	other
5.1 	37	other
9.6 	33	other
9.6 	61	other
78.1 	134	other
98.1 	143	nifK
189.4 	291	nifK
6.6 	34	other
8.1 	35	other
5.7 	35	other
9.7 	48	other
8.6 	155	other
6.6 	49	other
5.6 	42	other
9.9 	55	other
9.9 	35	other
11.0 	46	other
58.2 	274	other
7.0 	36	other
7.0 	42	other
8.2 	123	other
8.8 	58	other
5.0 	46	other
55.7 	268	other
6.0 	30	other
8.3 	45	other
5.8 	42	other
5.2 	47	other
5.4 	33	other
7.8 	44	other
7.8 	74	other
6.3 	37	other
6.3 	38	other
7.2 	60	other
8.1 	35	other
5.2 	31	other
6.7 	32	other
6.2 	38	other
8.2 	45	other
4.6 	42	other
4.6 	45	other
7.7 	43	other
7.7 	13	other
77.2 	134	nifK
100.7 	147	nifK
6.3 	33	other
185.2 	293	other
55.7 	268	other
6.1 	47	other
189.1 	290	nifK
9.9 	63	other
5.4 	37	other
7.1 	45	other
7.1 	47	other
7.5 	45	other
7.5 	47	other
119.3 	273	nifK
8.1 	43	other
8.1 	72	other
6.9 	49	other
5.4 	41	other
10.4 	44	other
10.4 	23	other
7.1 	58	other
8.8 	67	other
5.5 	39	other
7.2 	33	other
58.0 	262	other
6.8 	40	other
5.6 	43	other
5.7 	33	other
8.6 	38	other
8.6 	56	other
55.5 	270	other
7.5 	35	other
5.2 	33	other
5.2 	62	other
6.5 	53	other
9.1 	83	other
9.1 	40	other
184.7 	289	other
5.5 	31	other
5.3 	96	other
7.9 	61	other
8.3 	43	other
8.3 	105	other
8.1 	37	other
5.1 	40	other
8.6 	42	other
8.6 	38	other
7.9 	61	other
5.1 	40	other
5.2 	33	other
5.2 	62	other
184.7 	289	other
5.5 	31	other
8.1 	37	other
6.5 	53	other
8.3 	43	other
8.3 	105	other
5.3 	96	other
9.1 	83	other
9.1 	40	other
7.5 	35	other
55.5 	270	other
8.6 	42	other
8.6 	38	other
7.9 	61	other
184.7 	289	other
5.5 	31	other
55.5 	270	other
8.1 	37	other
6.5 	53	other
8.3 	43	other
8.3 	105	other
5.3 	96	other
9.1 	83	other
9.1 	40	other
5.2 	33	other
5.2 	62	other
7.5 	35	other
8.6 	42	other
8.6 	38	other
5.1 	40	other
7.0 	51	other
8.2 	44	other
8.2 	75	other
11.4 	48	other
11.4 	23	other
185.4 	288	nifK
6.7 	36	other
10.9 	38	other
10.9 	56	other
56.4 	272	other
5.5 	39	other
7.1 	46	other
7.1 	26	other
7.1 	36	other
6.4 	46	other
6.4 	71	other
5.9 	45	other
7.5 	46	other
7.5 	74	other
5.2 	37	other
186.0 	290	nifK
31.3 	50	other
154.5 	242	nifK
6.9 	49	other
4.7 	57	other
4.7 	31	other
4.7 	56	other
6.2 	28	other
6.2 	24	other
10.0 	63	other
189.0 	290	nifK
6.5 	41	other
5.8 	35	other
56.9 	270	other
6.8 	43	other
6.7 	39	other
6.7 	27	other
5.0 	26	other
6.7 	41	other
7.9 	45	other
7.9 	43	other
188.9 	290	nifK
190.6 	293	nifK
6.9 	49	other
6.6 	46	other
6.6 	26	other
6.6 	35	other
10.5 	46	other
5.4 	37	other
6.6 	33	other
6.6 	31	other
8.1 	38	other
184.8 	292	nifK
56.4 	272	other
7.4 	46	other
7.4 	74	other
6.4 	41	other
6.0 	45	other
8.4 	69	other
8.0 	45	other
8.0 	43	other
7.4 	43	other
7.4 	71	other
6.7 	55	other
188.4 	290	nifK
6.6 	30	other
6.6 	31	other
5.2 	38	other
190.2 	292	nifK
6.9 	42	other
56.0 	268	other
7.3 	41	other
7.3 	26	other
7.3 	37	other
9.9 	45	other
7.5 	43	other
7.5 	71	other
6.8 	42	other
56.0 	268	other
5.4 	41	other
6.1 	33	other
6.1 	29	other
6.1 	37	other
9.2 	34	other
9.2 	62	other
6.0 	39	other
6.0 	25	other
5.2 	39	other
8.2 	45	other
8.2 	39	other
188.6 	292	nifK
7.3 	47	other
188.2 	289	nifK
5.7 	47	other
5.5 	40	other
5.5 	24	other
188.3 	291	nifK
6.9 	42	other
189.4 	292	nifK
56.1 	268	other
7.8 	43	other
7.8 	42	other
6.1 	61	other
6.4 	30	other
6.4 	29	other
10.1 	45	other
5.2 	37	other
6.9 	51	other
6.9 	39	other
7.3 	51	other
7.3 	42	other
5.2 	41	other
5.2 	30	other
6.5 	30	other
6.5 	30	other
7.8 	43	other
7.8 	42	other
56.2 	268	other
5.2 	37	other
6.7 	32	other
187.7 	293	nifK
130.9 	271	nifK
185.3 	289	nifK
188.2 	291	nifK
6.9 	42	other
189.9 	292	nifK
7.6 	50	other
5.3 	52	other
9.8 	35	other
9.8 	47	other
6.7 	35	other
189.4 	292	nifK
5.2 	38	other
6.7 	40	other
103.1 	152	nifK
6.7 	32	other
6.7 	43	other
6.3 	51	other
5.3 	39	other
56.3 	274	other
7.6 	43	other
7.6 	74	other
9.2 	44	other
9.2 	29	other
6.1 	31	other
5.7 	39	other
188.7 	292	nifK
7.4 	38	other
6.9 	35	other
6.2 	35	other
5.0 	50	other
6.1 	23	other
5.1 	58	other
9.3 	38	other
9.3 	59	other
7.4 	37	other
7.4 	37	other
5.9 	45	other
7.5 	46	other
7.5 	75	other
58.0 	272	other
6.1 	31	other
5.7 	39	other
188.7 	292	nifK
7.4 	38	other
6.9 	35	other
6.2 	35	other
7.4 	37	other
7.4 	37	other
5.1 	58	other
6.1 	23	other
5.0 	50	other
9.3 	38	other
9.3 	59	other
5.9 	45	other
58.0 	272	other
7.5 	46	other
7.5 	75	other
6.1 	31	other
5.7 	39	other
58.0 	272	other
188.7 	292	nifK
6.9 	35	other
6.2 	35	other
7.4 	38	other
5.1 	58	other
6.1 	23	other
5.0 	50	other
9.3 	38	other
9.3 	59	other
7.4 	37	other
7.4 	37	other
5.9 	45	other
7.5 	46	other
7.5 	75	other
6.1 	31	other
5.7 	39	other
58.0 	272	other
188.7 	292	nifK
7.4 	38	other
6.9 	35	other
6.2 	35	other
5.1 	58	other
6.1 	23	other
5.0 	50	other
9.3 	38	other
9.3 	59	other
7.4 	37	other
7.4 	37	other
5.9 	45	other
7.5 	46	other
7.5 	75	other
5.9 	42	other
98.0 	143	other
77.0 	130	nifK
5.3 	39	other
56.1 	269	other
6.6 	33	other
7.2 	40	other
7.2 	36	other
7.6 	44	other
7.6 	81	other
6.9 	41	other
56.5 	275	other
77.9 	133	other
96.7 	142	nifK
7.8 	45	other
7.8 	74	other
6.2 	39	other
6.2 	23	other
6.9 	34	other
10.2 	62	other
6.0 	47	other
5.3 	36	other
5.3 	31	other
9.3 	41	other
189.0 	291	nifK
6.4 	45	other
9.3 	51	other
134.6 	272	nifK
6.8 	36	other
6.8 	36	other
186.5 	294	other
7.6 	45	other
6.7 	34	other
190.2 	293	nifK
5.4 	32	other
56.1 	270	other
5.7 	39	other
4.9 	41	other
9.2 	59	other
5.3 	37	other
5.3 	30	other
7.5 	46	other
7.5 	48	other
5.2 	39	other
6.6 	33	other
8.5 	68	other
8.5 	85	other
6.3 	22	other
6.3 	33	other
6.3 	37	other
5.8 	75	other
6.1 	40	other
55.8 	273	other
6.3 	40	other
7.5 	61	other
4.9 	83	other
7.9 	43	other
5.5 	35	other
6.6 	58	other
5.8 	40	other
57.9 	274	other
11.0 	43	other
11.0 	23	other
7.9 	37	other
5.2 	38	other
7.7 	41	other
5.1 	33	other
5.1 	37	other
182.3 	287	nifK
6.4 	35	other
6.4 	54	other
6.6 	35	other
5.0 	39	other
5.1 	30	other
5.1 	51	other
5.8 	42	other
5.8 	53	other
56.2 	245	other
6.2 	34	other
6.2 	21	other
6.6 	32	other
6.6 	35	other
187.0 	293	other
55.3 	268	other
189.7 	292	nifK
7.9 	43	other
7.9 	42	other
8.2 	45	other
6.5 	49	other
6.5 	40	other
189.5 	290	nifK
6.9 	34	other
132.8 	271	nifK
6.1 	47	other
8.4 	46	other
8.4 	40	other
7.0 	57	other
185.8 	293	other
7.9 	43	other
7.9 	42	other
7.1 	47	other
6.5 	30	other
8.1 	60	other
55.7 	268	other
7.3 	33	other
190.6 	292	nifK
10.4 	45	other
10.4 	23	other
5.2 	38	other
6.1 	47	other
6.6 	36	other
6.6 	36	other
5.6 	53	other
5.6 	49	other
188.1 	290	nifK
6.9 	41	other
7.6 	38	other
7.6 	38	other
188.1 	290	nifK
6.5 	30	other
7.0 	57	other
185.8 	293	other
8.1 	60	other
190.6 	292	nifK
6.1 	47	other
55.7 	268	other
10.4 	45	other
10.4 	23	other
5.2 	38	other
6.6 	36	other
6.6 	36	other
5.6 	53	other
5.6 	49	other
7.9 	43	other
7.9 	42	other
7.3 	33	other
6.2 	38	other
185.2 	293	other
6.3 	33	other
189.7 	292	nifK
8.1 	43	other
8.1 	72	other
6.9 	49	other
189.1 	290	nifK
55.7 	268	other
6.1 	47	other
6.7 	32	other
10.3 	45	other
7.1 	36	other
7.1 	54	other
5.7 	45	other
132.6 	271	nifK
10.0 	63	other
7.5 	45	other
7.5 	47	other
55.7 	268	other
6.1 	47	other
189.1 	290	nifK
8.1 	43	other
8.1 	72	other
6.9 	49	other
6.3 	33	other
185.2 	293	other
6.2 	38	other
6.7 	32	other
132.6 	271	nifK
10.0 	63	other
7.1 	36	other
7.1 	54	other
5.7 	45	other
189.7 	292	nifK
7.5 	45	other
7.5 	47	other
10.3 	45	other
6.9 	46	other
6.0 	38	other
6.0 	36	other
7.1 	57	other
7.1 	44	other
7.1 	75	other
7.8 	36	other
189.7 	291	nifK
6.3 	32	other
185.5 	293	other
5.9 	45	other
55.4 	268	other
5.5 	98	other
188.1 	291	nifK
7.0 	43	other
7.0 	23	other
9.0 	45	other
9.0 	34	other
9.0 	32	other
6.0 	34	other
6.0 	37	other
55.6 	270	other
8.2 	44	other
5.0 	45	other
5.9 	45	other
5.2 	83	other
5.1 	34	other
5.1 	38	other
6.6 	40	other
6.6 	61	other
8.7 	37	other
6.1 	35	other
5.3 	39	other
5.3 	40	other
7.5 	41	other
7.9 	43	other
7.9 	107	other
184.5 	291	nifK
5.3 	38	other
5.3 	37	other
5.9 	39	other
5.9 	47	other
5.9 	33	other
5.6 	50	other
55.6 	268	other
7.5 	24	other
7.5 	41	other
7.5 	17	other
6.2 	54	other
56.0 	268	other
5.4 	38	other
5.4 	23	other
5.1 	59	other
6.4 	31	other
7.7 	44	other
7.7 	85	other
97.8 	142	nifK
78.8 	135	nifK
6.0 	37	other
8.0 	41	other
8.0 	26	other
8.0 	37	other
5.8 	42	other
7.9 	43	other
7.9 	42	other
6.6 	32	other
5.2 	38	other
55.7 	268	other
6.9 	49	other
185.1 	293	other
189.8 	291	nifK
190.5 	292	nifK
6.9 	34	other
56.3 	268	other
7.5 	43	other
7.5 	73	other
7.2 	58	other
188.4 	290	nifK
7.1 	34	other
7.1 	42	other
184.5 	293	other
5.0 	55	other
89.7 	150	nifK
62.2 	92	nifK
30.4 	49	other
8.2 	45	other
5.2 	37	other
6.1 	45	other
6.3 	39	other
6.3 	27	other
6.6 	33	other
187.0 	293	other
5.0 	43	other
5.4 	45	other
5.5 	37	other
5.5 	57	other
6.9 	42	other
8.7 	40	other
189.7 	292	nifK
6.9 	41	other
188.8 	292	nifK
6.4 	32	other
6.4 	19	other
56.2 	268	other
5.0 	36	other
4.9 	41	other
7.6 	45	other
9.9 	46	other
5.4 	37	other
5.4 	31	other
6.8 	38	other
6.8 	37	other
8.1 	45	other
8.1 	50	other
6.3 	43	other
7.0 	36	other
7.0 	36	other
6.7 	32	other
6.2 	38	other
55.7 	268	other
6.1 	47	other
8.1 	43	other
8.1 	72	other
6.9 	49	other
10.2 	45	other
189.1 	290	nifK
185.2 	293	other
6.3 	33	other
100.7 	147	nifK
77.1 	134	nifK
189.2 	292	nifK
5.4 	45	other
10.1 	56	other
7.6 	45	other
9.0 	47	other
4.9 	41	other
187.0 	293	other
6.6 	33	other
56.2 	268	other
5.1 	36	other
6.9 	41	other
188.7 	292	nifK
7.0 	36	other
7.0 	36	other
5.3 	37	other
5.4 	37	other
5.4 	31	other
5.0 	43	other
6.6 	33	other
6.9 	57	other
5.5 	36	other
5.5 	31	other
4.9 	41	other
5.2 	39	other
5.5 	53	other
5.5 	40	other
5.5 	23	other
6.8 	36	other
6.8 	36	other
5.8 	43	other
5.4 	32	other
186.2 	293	other
7.6 	45	other
9.2 	20	other
9.2 	46	other
56.1 	270	other
5.5 	40	other
5.2 	42	other
5.6 	37	other
5.6 	57	other
188.3 	292	other
6.5 	58	other
190.4 	293	nifK
6.1 	34	other
5.2 	46	other
7.8 	44	other
7.8 	38	other
8.9 	40	other
8.9 	35	other
7.2 	36	other
7.2 	34	other
6.0 	61	other
5.7 	44	other
54.4 	271	other
5.9 	45	other
5.9 	34	other
6.6 	49	other
9.2 	59	other
6.6 	47	other
7.5 	46	other
5.0 	57	other
5.5 	40	other
55.0 	269	other
7.5 	46	other
7.5 	19	other
181.6 	286	nifK
5.7 	48	other
7.9 	44	other
7.9 	75	other
4.9 	34	other
6.4 	36	other
6.4 	42	other
5.5 	34	other
55.4 	268	other
5.4 	39	other
6.3 	48	other
4.9 	44	other
4.9 	43	other
8.6 	36	other
6.3 	43	other
7.7 	47	other
11.6 	18	other
11.6 	45	other
11.6 	23	other
6.2 	40	other
7.0 	32	other
7.0 	33	other
7.0 	32	other
7.1 	43	other
7.1 	42	other
8.1 	42	other
8.1 	38	other
5.9 	35	other
5.6 	43	other
55.6 	274	other
5.1 	49	other
9.5 	47	other
5.8 	61	other
7.2 	36	other
7.2 	34	other
7.8 	44	other
7.8 	38	other
6.4 	34	other
8.9 	40	other
8.9 	35	other
5.7 	44	other
54.4 	271	other
5.8 	61	other
7.2 	36	other
7.2 	34	other
9.5 	47	other
7.8 	44	other
7.8 	38	other
8.9 	40	other
8.9 	35	other
6.4 	34	other
5.7 	44	other
54.4 	271	other
77.0 	130	nifK
98.0 	143	other
5.9 	42	other
56.1 	269	other
6.6 	33	other
5.3 	39	other
7.2 	40	other
7.2 	36	other
7.6 	44	other
7.6 	81	other
6.6 	33	other
5.9 	42	other
98.0 	143	other
77.0 	130	nifK
56.1 	269	other
5.3 	39	other
7.6 	44	other
7.6 	81	other
7.2 	40	other
7.2 	36	other
6.6 	33	other
5.3 	39	other
5.9 	42	other
7.6 	44	other
7.6 	81	other
98.0 	143	other
77.0 	130	nifK
7.2 	40	other
7.2 	36	other
56.1 	269	other
56.5 	275	other
5.2 	37	other
10.8 	46	other
10.8 	22	other
96.9 	142	nifK
77.9 	133	other
6.2 	51	other
6.7 	33	other
186.5 	291	other
7.8 	45	other
7.8 	75	other
9.0 	57	other
7.1 	36	other
7.1 	42	other
6.6 	49	other
9.4 	123	other
9.8 	55	other
9.8 	35	other
58.4 	274	other
9.1 	171	other
5.6 	42	other
10.9 	46	other
9.7 	48	other
6.7 	33	other
9.3 	53	other
56.5 	275	other
7.8 	45	other
7.8 	75	other
5.2 	37	other
6.2 	51	other
5.8 	31	other
188.9 	291	nifK
6.9 	34	other
186.7 	293	other
96.7 	142	nifK
77.9 	133	other
9.9 	55	other
9.9 	35	other
58.2 	273	other
6.6 	49	other
8.9 	57	other
5.6 	42	other
10.9 	46	other
8.5 	156	other
7.1 	36	other
7.1 	42	other
8.4 	123	other
5.6 	34	other
5.6 	35	other
6.2 	56	other
6.2 	37	other
6.9 	28	other
6.9 	35	other
6.9 	20	other
5.9 	47	other
5.9 	44	other
5.3 	39	other
55.3 	270	other
5.7 	34	other
9.9 	43	other
9.9 	24	other
8.6 	49	other
6.6 	43	other
5.6 	56	other
7.6 	42	other
7.6 	25	other
8.3 	43	other
8.3 	29	other
5.5 	39	other
55.1 	272	other
5.0 	38	other
5.0 	14	other
56.2 	271	other
6.7 	34	other
6.7 	33	other
7.5 	45	other
7.5 	48	other
188.4 	291	nifK
7.4 	46	other
7.4 	73	other
7.1 	47	other
7.7 	45	other
7.7 	44	other
6.6 	46	other
6.6 	55	other
6.2 	49	other
8.9 	43	other
7.0 	63	other
7.0 	21	other
7.0 	49	other
6.1 	34	other
56.3 	244	other
6.1 	43	other
7.9 	43	other
7.9 	42	other
10.2 	45	other
189.7 	292	nifK
6.9 	49	other
7.1 	34	other
27.9 	69	nifK
7.8 	44	other
7.8 	13	other
131.4 	271	nifK
189.7 	291	nifK
55.7 	268	other
10.0 	63	other
7.5 	45	other
7.5 	46	other
5.8 	50	other
5.4 	37	other
5.4 	31	other
188.9 	290	nifK
6.7 	34	other
5.7 	34	other
5.7 	21	other
6.6 	33	other
5.3 	39	other
7.7 	45	other
5.4 	31	other
56.1 	268	other
6.9 	58	other
7.1 	36	other
7.1 	36	other
190.1 	293	nifK
9.9 	62	other
185.2 	292	other
10.1 	44	other
10.1 	21	other
6.3 	43	other
6.3 	39	other
8.3 	45	other
8.3 	50	other
5.3 	37	other
5.3 	31	other
188.4 	292	nifK
6.6 	33	other
56.2 	268	other
5.2 	39	other
5.0 	54	other
5.0 	35	other
5.0 	21	other
5.4 	43	other
5.8 	48	other
6.9 	41	other
9.4 	62	other
7.6 	45	other
9.3 	59	other
11.2 	38	other
11.2 	62	other
189.5 	292	nifK
6.2 	30	other
5.6 	37	other
5.6 	57	other
6.9 	41	other
189.5 	292	nifK
5.6 	37	other
5.6 	57	other
6.2 	30	other
5.0 	43	other
188.4 	292	nifK
5.3 	37	other
5.3 	31	other
5.0 	54	other
5.0 	35	other
5.0 	21	other
6.3 	43	other
6.3 	39	other
5.2 	39	other
56.2 	268	other
6.6 	33	other
8.3 	45	other
8.3 	50	other
10.1 	44	other
10.1 	21	other
9.4 	62	other
9.3 	59	other
5.8 	48	other
7.6 	45	other
10.4 	34	other
10.4 	62	other
4.9 	44	other
4.9 	43	other
6.4 	36	other
6.4 	42	other
5.5 	34	other
55.4 	268	other
4.9 	34	other
5.4 	39	other
6.3 	43	other
8.6 	36	other
6.3 	48	other
7.7 	47	other
5.7 	48	other
7.9 	44	other
7.9 	75	other
6.0 	42	other
6.1 	31	other
10.1 	62	other
10.1 	28	other
8.1 	38	other
6.8 	50	other
7.7 	35	other
5.4 	41	other
5.4 	55	other
56.7 	268	other
6.0 	42	other
6.1 	31	other
7.7 	35	other
5.4 	41	other
5.4 	55	other
6.8 	50	other
8.1 	38	other
10.1 	62	other
10.1 	28	other
56.7 	268	other
6.2 	31	other
6.2 	31	other
8.1 	37	other
8.1 	34	other
6.5 	47	other
6.5 	33	other
7.5 	35	other
5.9 	39	other
56.6 	268	other
10.1 	62	other
10.1 	30	other
10.4 	41	other
6.2 	58	other
6.2 	55	other
6.0 	42	other
6.1 	31	other
10.1 	62	other
10.1 	28	other
8.1 	38	other
6.8 	50	other
7.7 	35	other
5.4 	41	other
5.4 	55	other
56.7 	268	other
6.9 	36	other
6.9 	35	other
5.3 	37	other
5.3 	30	other
7.8 	45	other
7.8 	34	other
7.7 	45	other
7.7 	50	other
185.7 	291	other
5.7 	32	other
6.6 	32	other
5.2 	39	other
8.2 	45	other
8.1 	45	other
8.1 	48	other
7.7 	45	other
6.6 	33	other
7.1 	43	other
5.7 	45	other
188.8 	290	nifK
9.0 	40	other
9.9 	63	other
5.8 	39	other
6.4 	46	other
6.4 	71	other
56.1 	270	other
5.1 	41	other
5.1 	36	other
5.1 	21	other
5.6 	47	other
5.5 	43	other
8.2 	45	other
8.2 	48	other
7.4 	45	other
7.4 	48	other
9.0 	63	other
190.0 	293	nifK
6.2 	56	other
6.2 	37	other
5.9 	47	other
55.3 	270	other
5.3 	39	other
5.9 	44	other
5.7 	34	other
9.9 	43	other
9.9 	24	other
8.6 	49	other
6.6 	43	other
6.9 	28	other
6.9 	35	other
6.9 	20	other
5.3 	39	other
6.6 	33	other
56.1 	269	other
7.6 	44	other
7.6 	81	other
77.0 	130	nifK
98.0 	143	other
5.9 	42	other
7.2 	40	other
7.2 	36	other
77.0 	130	nifK
98.0 	143	other
5.9 	42	other
5.3 	39	other
56.1 	269	other
6.6 	33	other
7.2 	40	other
7.2 	36	other
7.6 	44	other
7.6 	81	other
77.0 	130	nifK
98.0 	143	other
5.9 	42	other
56.1 	269	other
6.6 	33	other
5.3 	39	other
7.6 	44	other
7.6 	81	other
7.2 	40	other
7.2 	36	other
6.7 	33	other
56.5 	275	other
6.7 	34	other
187.1 	293	other
96.7 	142	nifK
90.3 	149	nifK
8.9 	46	other
5.0 	38	other
10.1 	63	other
7.8 	45	other
7.8 	75	other
6.2 	51	other
188.9 	291	nifK
7.0 	54	other
5.9 	42	other
98.0 	143	other
77.0 	130	nifK
5.3 	39	other
56.1 	269	other
6.6 	33	other
7.2 	40	other
7.2 	36	other
7.6 	44	other
7.6 	81	other
5.1 	55	other
5.1 	35	other
5.1 	21	other
6.9 	40	other
5.0 	43	other
5.5 	47	other
188.4 	292	nifK
56.3 	268	other
7.7 	45	other
7.3 	45	other
5.3 	37	other
5.3 	30	other
184.4 	292	other
5.4 	52	other
5.0 	43	other
6.4 	32	other
7.1 	33	other
7.1 	55	other
6.0 	38	other
6.0 	98	other
7.0 	33	other
6.4 	46	other
6.4 	71	other
8.3 	45	other
8.3 	52	other
9.9 	63	other
8.3 	45	other
8.3 	50	other
190.6 	292	nifK
10.3 	46	other
10.3 	22	other
6.9 	28	other
6.9 	35	other
6.9 	20	other
5.9 	47	other
6.6 	43	other
5.3 	39	other
6.2 	56	other
6.2 	37	other
5.7 	34	other
55.3 	270	other
9.9 	43	other
9.9 	24	other
8.6 	49	other
5.9 	44	other
188.6 	292	nifK
7.8 	45	other
7.8 	74	other
5.3 	37	other
77.8 	134	nifK
98.4 	144	nifK
7.3 	50	other
7.3 	38	other
6.6 	32	other
7.4 	35	other
5.9 	43	other
6.1 	38	other
56.6 	273	other
5.3 	37	other
5.3 	30	other
6.9 	36	other
6.9 	35	other
5.2 	39	other
5.7 	32	other
6.6 	32	other
8.2 	45	other
8.1 	45	other
8.1 	48	other
7.7 	45	other
6.6 	33	other
188.8 	290	nifK
9.0 	40	other
7.1 	43	other
185.7 	291	other
5.7 	45	other
5.1 	41	other
5.1 	36	other
5.1 	21	other
56.1 	270	other
9.9 	63	other
5.8 	39	other
6.4 	46	other
6.4 	71	other
5.6 	47	other
5.5 	43	other
8.2 	45	other
8.2 	48	other
7.4 	45	other
7.4 	48	other
9.0 	63	other
190.0 	293	nifK
7.8 	45	other
7.8 	34	other
7.7 	45	other
7.7 	50	other
8.1 	44	other
8.1 	37	other
55.6 	274	other
6.7 	43	other
6.7 	24	other
6.9 	33	other
6.9 	32	other
9.2 	48	other
5.6 	42	other
5.9 	35	other
6.2 	40	other
11.6 	18	other
11.6 	45	other
11.6 	23	other
5.1 	44	other
5.6 	56	other
5.5 	39	other
8.3 	43	other
8.3 	29	other
7.6 	42	other
7.6 	25	other
55.1 	272	other
5.0 	38	other
5.0 	14	other
5.6 	56	other
5.5 	39	other
8.3 	43	other
8.3 	29	other
7.6 	42	other
7.6 	25	other
55.1 	272	other
5.0 	38	other
5.0 	14	other
6.1 	34	other
6.0 	43	other
56.5 	245	other
6.1 	41	other
185.4 	292	other
5.3 	37	other
5.3 	40	other
6.1 	42	other
5.2 	42	other
5.2 	35	other
5.2 	36	other
6.0 	47	other
7.4 	45	other
7.0 	41	other
55.6 	268	other
5.1 	39	other
190.6 	292	other
7.5 	36	other
7.5 	34	other
9.9 	45	other
9.9 	34	other
5.1 	48	other
5.1 	45	other
7.9 	43	other
7.9 	31	other
5.7 	44	other
8.4 	42	other
5.4 	39	other
8.2 	43	other
8.2 	75	other
5.3 	42	other
6.2 	38	other
9.2 	42	other
9.2 	51	other
56.2 	268	other
6.9 	42	other
6.9 	26	other
8.1 	45	other
6.7 	43	other
6.7 	49	other
6.9 	35	other
6.9 	58	other
5.1 	35	other
56.1 	268	other
6.8 	32	other
5.4 	42	other
5.8 	42	other
7.2 	51	other
9.0 	44	other
5.3 	37	other
5.7 	47	other
186.9 	293	nifK
189.6 	293	nifK
7.3 	45	other
7.3 	20	other
6.3 	32	other
5.7 	12	other
5.7 	45	other
187.5 	292	nifK
10.2 	46	other
10.2 	59	other
6.5 	41	other
7.9 	35	other
5.1 	33	other
5.1 	32	other
5.7 	39	other
7.2 	43	other
6.1 	40	other
7.1 	62	other
7.1 	72	other
7.4 	53	other
54.3 	268	other
6.1 	41	other
5.2 	39	other
5.2 	31	other
5.5 	48	other
5.7 	39	other
6.8 	32	other
5.3 	38	other
11.2 	46	other
11.2 	29	other
8.0 	48	other
6.2 	30	other
7.3 	45	other
7.3 	20	other
188.3 	292	nifK
189.6 	293	nifK
56.1 	268	other
10.4 	34	other
10.4 	62	other
7.2 	51	other
8.6 	156	other
6.6 	49	other
5.6 	42	other
58.4 	274	other
5.6 	34	other
11.0 	46	other
